,Source.Name,Assigned_Breach_Number,Date_Reported_To_OCA,Organization_Name,Breach_Type_Description,Breach_Occur_at_the_Reporting_Entity?,MA_Residents_Affected,SSNBreached,Account_Number_Breached,Drivers_Licenses_Breached,Credit_Debit_Numbers_Breached,Provided_Credit_Monitoring,Data_Encrypted,Mobile_Device_Lost_Stolen,Reported_Year
3879,Data Breach Web Report 2021 Final,23403,2021-10-29,"Consolidated Asset Recovery Systems, Inc.",Electronic,Yes,1.0,No,No,Yes,No,No,No,No,2021
3880,Data Breach Web Report 2021 Final,23404,2021-10-29,Georgia Crown Distributing Co.,Electronic,Yes,3.0,Yes,Yes,Yes,Yes,Yes,No,No,2021
3881,Data Breach Web Report 2021 Final,23405,2021-10-29,"Goldwater Bank, N.A.",Electronic,Yes,41.0,Yes,Yes,No,No,Yes,No,No,2021
3882,Data Breach Web Report 2021 Final,23406,2021-10-29,"James Rinne, MD",Electronic,No,3.0,Yes,No,No,No,Yes,No,No,2021
3883,Data Breach Web Report 2021 Final,23407,2021-10-29,"Feucht Financial Group, LLC",Both,Yes,2.0,Yes,Yes,No,No,Yes,No,No,2021
3884,Data Breach Web Report 2021 Final,23431,2021-10-29,Main Street Bank,Electronic,No,3.0,No,No,No,Yes,No,No,No,2021
3885,Data Breach Web Report 2021 Final,23408,2021-10-30,The Village Bank,Electronic,No,3.0,No,No,No,Yes,No,No,No,2021
3886,Data Breach Web Report 2021 Final,23409,2021-11-01,Adams Community Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3887,Data Breach Web Report 2021 Final,23410,2021-11-01,Adams Community Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3888,Data Breach Web Report 2021 Final,23411,2021-11-01,"G&J Pepsi-Cola Bottlers, Inc.",Electronic,Yes,3.0,Yes,No,No,No,Yes,No,No,2021
3889,Data Breach Web Report 2021 Final,23412,2021-11-01,SAVERS BANK,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3890,Data Breach Web Report 2021 Final,23413,2021-11-01,SAVERS BANK,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3891,Data Breach Web Report 2021 Final,23414,2021-11-01,SAVERS BANK,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3892,Data Breach Web Report 2021 Final,23415,2021-11-01,Winchester Savings Bank,Electronic,No,2.0,No,No,No,Yes,No,No,No,2021
3893,Data Breach Web Report 2021 Final,23416,2021-11-01,The Village Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3894,Data Breach Web Report 2021 Final,23417,2021-11-01,The Village Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3895,Data Breach Web Report 2021 Final,23418,2021-11-01,President and Fellows of Harvard College,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2021
3896,Data Breach Web Report 2021 Final,23419,2021-11-01,Robin Wolff & Associates,Electronic,Yes,1.0,No,Yes,No,No,Yes,No,No,2021
3897,Data Breach Web Report 2021 Final,23420,2021-11-01,"The Buona Companies, LLC",Electronic,Yes,1.0,Yes,Yes,Yes,Yes,Yes,No,No,2021
3898,Data Breach Web Report 2021 Final,23421,2021-11-02,Shook & Fletcher Insulation Co.,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2021
3899,Data Breach Web Report 2021 Final,23422,2021-11-02,Nationwide Laboratory Services,Electronic,Yes,166.0,Yes,No,No,No,Yes,No,No,2021
3900,Data Breach Web Report 2021 Final,23423,2021-11-02,"Morgan Brown & Joy, LLP",Electronic,Yes,559.0,Yes,Yes,Yes,Yes,Yes,No,No,2021
3901,Data Breach Web Report 2021 Final,23425,2021-11-02,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3902,Data Breach Web Report 2021 Final,23426,2021-11-02,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3903,Data Breach Web Report 2021 Final,23427,2021-11-02,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3904,Data Breach Web Report 2021 Final,23428,2021-11-02,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3905,Data Breach Web Report 2021 Final,23429,2021-11-02,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3906,Data Breach Web Report 2021 Final,23430,2021-11-02,Main Street Bank,Electronic,No,2.0,No,No,No,Yes,No,No,No,2021
3907,Data Breach Web Report 2021 Final,23432,2021-11-02,Maumee Express Inc.,Electronic,Yes,1.0,Yes,No,No,No,No,No,No,2021
3908,Data Breach Web Report 2021 Final,23470,2021-11-02,"Managed Markets Insight & Technology, LLC",Electronic,No,15.0,Yes,No,No,No,Yes,No,No,2021
3909,Data Breach Web Report 2021 Final,23434,2021-11-03,Chesapeake Sprinkler Company,Electronic,Yes,1.0,Yes,Yes,No,No,Yes,No,No,2021
3910,Data Breach Web Report 2021 Final,23435,2021-11-03,SI Group,Electronic,Yes,83.0,Yes,No,No,No,Yes,No,No,2021
3911,Data Breach Web Report 2021 Final,23436,2021-11-03,"SMS Assist, L.L.C.",Electronic,No,3.0,Yes,No,No,No,Yes,No,No,2021
3912,Data Breach Web Report 2021 Final,23437,2021-11-03,"Baywood Medical Associates, PLC dba Desert Pain Institute",Electronic,Yes,7.0,Yes,Yes,Yes,No,Yes,No,No,2021
3913,Data Breach Web Report 2021 Final,23439,2021-11-03,KMT Brrr!,Electronic,Yes,147.0,No,No,Yes,No,Yes,No,No,2021
3914,Data Breach Web Report 2021 Final,23440,2021-11-03,University Hospital,Electronic,Yes,10.0,Yes,No,No,No,Yes,No,No,2021
3915,Data Breach Web Report 2021 Final,23441,2021-11-03,NVE Bank,Electronic,Yes,53.0,Yes,No,No,No,Yes,No,No,2021
3916,Data Breach Web Report 2021 Final,23442,2021-11-04,Watertown Savings Bank,Electronic,No,2.0,No,No,No,Yes,No,No,No,2021
3917,Data Breach Web Report 2021 Final,23443,2021-11-04,Columbia College of South Carolina,Electronic,Yes,10.0,Yes,Yes,No,No,Yes,No,No,2021
3918,Data Breach Web Report 2021 Final,23444,2021-11-04,Central Investment LLC,Electronic,Yes,3.0,Yes,No,No,No,Yes,No,No,2021
3919,Data Breach Web Report 2021 Final,23445,2021-11-04,Maxim Healthcare Group,Electronic,Yes,3.0,Yes,No,Yes,No,Yes,No,No,2021
3920,Data Breach Web Report 2021 Final,23446,2021-11-04,Putnam County Memorial Hospital,Electronic,Yes,2.0,Yes,No,No,No,Yes,No,No,2021
3921,Data Breach Web Report 2021 Final,23374,2021-11-04,APR Supply Co.,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2021
3922,Data Breach Web Report 2021 Final,23433,2021-11-04,Lakeside School,Electronic,Yes,1.0,No,No,No,No,No,No,No,2021
3923,Data Breach Web Report 2021 Final,23384,2021-11-04,Roppe Holding Company,Electronic,Yes,3.0,Yes,No,No,No,Yes,No,No,2021
3924,Data Breach Web Report 2021 Final,23472,2021-11-05,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3925,Data Breach Web Report 2021 Final,23473,2021-11-05,Signature Healthcare Brockton Hospital,Electronic,Yes,1.0,Yes,No,No,No,No,No,No,2021
3926,Data Breach Web Report 2021 Final,23447,2021-11-05,Webster Five Cents Savings Bank,Electronic,No,4.0,No,No,No,Yes,No,No,No,2021
3927,Data Breach Web Report 2021 Final,23448,2021-11-05,Domani Wealth,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2021
3928,Data Breach Web Report 2021 Final,23449,2021-11-05,"Canfor Southern Pine, Inc.",Electronic,No,1.0,Yes,No,No,No,Yes,No,Yes,2021
3929,Data Breach Web Report 2021 Final,23450,2021-11-05,TOPS Staffing,Electronic,Yes,4.0,Yes,Yes,Yes,No,Yes,No,No,2021
3930,Data Breach Web Report 2021 Final,23451,2021-11-05,Massachusetts General Hospital,Electronic,No,2.0,No,Yes,No,No,No,No,No,2021
3931,Data Breach Web Report 2021 Final,23452,2021-11-05,"Ivy Dental Care, PLLC d/b/a ""Shaenfield Family Dental""",Electronic,Yes,4.0,Yes,No,Yes,No,Yes,No,No,2021
3932,Data Breach Web Report 2021 Final,23453,2021-11-05,Costco Wholesale Corporation,Electronic,Yes,1.0,No,No,No,Yes,Yes,No,No,2021
3933,Data Breach Web Report 2021 Final,23454,2021-11-05,Interstate Equities Corporation,Electronic,Yes,5.0,Yes,Yes,No,No,Yes,No,No,2021
3934,Data Breach Web Report 2021 Final,23455,2021-11-05,University of Maryland Global Campus,Electronic,Yes,53.0,Yes,No,No,No,Yes,No,No,2021
3935,Data Breach Web Report 2021 Final,23456,2021-11-05,"Preservation of Affordable Housing, Inc",Electronic,Yes,83.0,Yes,No,Yes,No,Yes,No,No,2021
3936,Data Breach Web Report 2021 Final,23457,2021-11-05,Sea Mar Community Health Centers,Electronic,Yes,99.0,Yes,No,No,No,Yes,No,No,2021
3937,Data Breach Web Report 2021 Final,23469,2021-11-05,Sumter County,Electronic,No,1.0,Yes,No,No,No,Yes,No,No,2021
3938,Data Breach Web Report 2021 Final,23458,2021-11-06,VyStar Credit Union,Electronic,Yes,1.0,No,Yes,No,No,Yes,No,No,2021
3939,Data Breach Web Report 2021 Final,23528,2021-11-07,"APC Workforce Solutions II, LLC dba Workforce Logic",Electronic,Yes,1.0,Yes,No,Yes,No,Yes,No,No,2021
3940,Data Breach Web Report 2021 Final,23459,2021-11-08,WINCHESTER SAVINGS BANK,Electronic,No,2.0,No,No,No,Yes,No,No,No,2021
3941,Data Breach Web Report 2021 Final,23460,2021-11-08,Fidelity Management Trust Company,Electronic,Yes,1.0,Yes,Yes,No,No,Yes,No,No,2021
3942,Data Breach Web Report 2021 Final,23462,2021-11-08,Association to Benefit Children,Electronic,Yes,7.0,Yes,Yes,No,Yes,Yes,No,No,2021
3943,Data Breach Web Report 2021 Final,23463,2021-11-08,Potawatomi Business Development Corporation,Electronic,Yes,4.0,Yes,Yes,Yes,No,Yes,No,No,2021
3944,Data Breach Web Report 2021 Final,23464,2021-11-08,"ARC 3 Gases, Inc.",Electronic,Yes,2.0,Yes,Yes,Yes,No,Yes,No,No,2021
3945,Data Breach Web Report 2021 Final,23465,2021-11-08,Rampart Brokerage Corp,Electronic,Yes,3.0,Yes,No,Yes,No,Yes,No,No,2021
3946,Data Breach Web Report 2021 Final,23466,2021-11-08,"CopperPoint Insurance Company, Pacific Compensation Insurance Company,",Electronic,Yes,4.0,Yes,No,Yes,No,Yes,No,No,2021
3947,Data Breach Web Report 2021 Final,23467,2021-11-09,Lab Logistics,Electronic,Yes,8.0,Yes,No,Yes,No,Yes,No,No,2021
3948,Data Breach Web Report 2021 Final,23468,2021-11-09,Bay Cove Human Services,Electronic,Yes,1.0,No,No,No,No,No,No,No,2021
3949,Data Breach Web Report 2021 Final,23471,2021-11-09,Eastern Bank,Electronic,No,444.0,No,No,No,Yes,No,No,No,2021
3950,Data Breach Web Report 2021 Final,23474,2021-11-09,"Evidation Health, Inc.",Electronic,No,5.0,No,No,No,No,No,No,No,2021
3951,Data Breach Web Report 2021 Final,23491,2021-11-09,Hoffman Construction Company,Electronic,Yes,2.0,Yes,No,No,No,Yes,No,No,2021
3952,Data Breach Web Report 2021 Final,23492,2021-11-09,Exposure Communications LLC,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2021
3953,Data Breach Web Report 2021 Final,23493,2021-11-09,"TLC Engineering Solutions, Inc.",Electronic,Yes,5.0,Yes,Yes,No,No,Yes,No,No,2021
3954,Data Breach Web Report 2021 Final,23495,2021-11-09,"Insureon Holdings, LLC",Electronic,Yes,5.0,Yes,No,No,No,Yes,No,No,2021
3955,Data Breach Web Report 2021 Final,23480,2021-11-10,The Urology Center of Colorado,Electronic,Yes,49.0,Yes,No,No,No,Yes,No,No,2021
3956,Data Breach Web Report 2021 Final,23481,2021-11-10,Quantitative Investment Management LLC,Electronic,Yes,1.0,Yes,Yes,Yes,No,Yes,No,No,2021
3957,Data Breach Web Report 2021 Final,23482,2021-11-10,Metropolitan Realty Group,Electronic,Yes,48.0,Yes,Yes,Yes,Yes,Yes,No,No,2021
3958,Data Breach Web Report 2021 Final,23483,2021-11-10,C.H. Briggs,Electronic,Yes,1.0,No,No,No,Yes,Yes,No,No,2021
3959,Data Breach Web Report 2021 Final,23484,2021-11-10,Atlantic Specialty Insurance Company,Electronic,No,1.0,Yes,No,No,No,Yes,No,No,2021
3960,Data Breach Web Report 2021 Final,23485,2021-11-10,Englewood Public School District,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2021
3961,Data Breach Web Report 2021 Final,23486,2021-11-10,UBS Financial Services Inc,Electronic,Yes,1.0,Yes,Yes,No,No,Yes,No,No,2021
3962,Data Breach Web Report 2021 Final,23487,2021-11-10,"WireMasters, Inc.",Electronic,Yes,2.0,Yes,No,No,No,Yes,No,No,2021
3963,Data Breach Web Report 2021 Final,23488,2021-11-10,Pacific Investment Management Company LLC,Electronic,Yes,2.0,No,Yes,No,No,No,No,No,2021
3964,Data Breach Web Report 2021 Final,23489,2021-11-10,The City of Titusville,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2021
3965,Data Breach Web Report 2021 Final,23490,2021-11-10,City College,Electronic,Yes,49.0,Yes,No,No,No,Yes,No,No,2021
3966,Data Breach Web Report 2021 Final,23476,2021-11-11,"American Express Travel Related Services Company, Inc.",Electronic,No,7.0,No,No,No,Yes,No,No,No,2021
3967,Data Breach Web Report 2021 Final,23477,2021-11-11,"Cyprexx Services, LLC",Electronic,Yes,4.0,Yes,No,No,No,Yes,No,No,2021
3968,Data Breach Web Report 2021 Final,23478,2021-11-11,"American Express Travel Related Services Company, Inc",Electronic,No,1142.0,No,No,No,Yes,No,No,No,2021
3969,Data Breach Web Report 2021 Final,23479,2021-11-11,"Kellem & Kellem, LLC",Electronic,Yes,22.0,Yes,No,Yes,No,Yes,No,No,2021
3970,Data Breach Web Report 2021 Final,23496,2021-11-12,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3971,Data Breach Web Report 2021 Final,23497,2021-11-12,Rampart Brokerage Corp.,Electronic,Yes,3.0,Yes,No,Yes,No,Yes,No,No,2021
3972,Data Breach Web Report 2021 Final,23499,2021-11-12,United Wheels,Electronic,Yes,35.0,Yes,Yes,No,No,Yes,No,No,2021
3973,Data Breach Web Report 2021 Final,23500,2021-11-12,Silver Hill Hospital,Electronic,Yes,1.0,No,No,No,No,No,No,No,2021
3974,Data Breach Web Report 2021 Final,23501,2021-11-12,Sarasota MRI,Electronic,No,56.0,No,No,No,No,No,No,No,2021
3975,Data Breach Web Report 2021 Final,23502,2021-11-12,"Enesco, LLC",Electronic,Yes,29.0,Yes,Yes,No,No,Yes,No,No,2021
3976,Data Breach Web Report 2021 Final,23503,2021-11-12,Bell's Brewery,Electronic,Yes,2.0,Yes,No,No,Yes,Yes,No,No,2021
3977,Data Breach Web Report 2021 Final,23504,2021-11-12,"Community Resources for Justice, Inc.",Electronic,Yes,408.0,Yes,No,No,No,Yes,No,No,2021
3978,Data Breach Web Report 2021 Final,23505,2021-11-12,"BR Printers, Inc.",Electronic,Yes,1.0,Yes,Yes,Yes,No,Yes,No,No,2021
3979,Data Breach Web Report 2021 Final,23506,2021-11-12,Manhasset Union Free School District,Electronic,Yes,4.0,Yes,Yes,No,No,Yes,No,No,2021
3980,Data Breach Web Report 2021 Final,23507,2021-11-12,National CARES Mentoring Movement,Electronic,No,4.0,No,No,No,No,No,No,No,2021
3981,Data Breach Web Report 2021 Final,23508,2021-11-12,Cambro Manufacturing,Electronic,Yes,3.0,Yes,No,No,No,Yes,No,No,2021
3982,Data Breach Web Report 2021 Final,23510,2021-11-15,WINCHESTER SAVINGS BANK,Electronic,No,4.0,No,No,No,Yes,No,No,No,2021
3983,Data Breach Web Report 2021 Final,23511,2021-11-15,FCS Financial,Electronic,Yes,18.0,Yes,No,No,No,Yes,No,No,2021
3984,Data Breach Web Report 2021 Final,23512,2021-11-15,Olympus Corporation of the Americas,Electronic,Yes,1334.0,Yes,No,No,No,Yes,No,No,2021
3985,Data Breach Web Report 2021 Final,23513,2021-11-15,"True Health New Mexico, Inc.",Electronic,Yes,29.0,Yes,No,No,No,Yes,No,No,2021
3986,Data Breach Web Report 2021 Final,23514,2021-11-15,California Pizza Kitchen,Electronic,Yes,2908.0,Yes,No,No,No,Yes,No,No,2021
3987,Data Breach Web Report 2021 Final,23515,2021-11-15,"T&T Staff Management, Inc.",Electronic,Yes,3.0,Yes,Yes,Yes,Yes,Yes,No,No,2021
3988,Data Breach Web Report 2021 Final,23516,2021-11-15,"The Angell Pension Group, Inc.",Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2021
3989,Data Breach Web Report 2021 Final,23517,2021-11-16,Center for Human Development,Electronic,Yes,12493.0,Yes,Yes,Yes,Yes,Yes,No,No,2021
3990,Data Breach Web Report 2021 Final,23518,2021-11-16,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
3991,Data Breach Web Report 2021 Final,23520,2021-11-16,"ISO Claims Services, Inc.",Electronic,Yes,1018.0,No,No,Yes,No,Yes,No,No,2021
3992,Data Breach Web Report 2021 Final,23521,2021-11-16,Carpenter Co.,Electronic,Yes,30.0,Yes,No,No,No,Yes,No,No,2021
3993,Data Breach Web Report 2021 Final,23522,2021-11-16,Mowery Clinic,Electronic,Yes,6.0,No,No,No,No,Yes,No,No,2021
3994,Data Breach Web Report 2021 Final,23523,2021-11-16,Simed,Electronic,Yes,59.0,Yes,No,No,No,Yes,No,No,2021
3995,Data Breach Web Report 2021 Final,23524,2021-11-16,"Morse & Company, PLLC",Electronic,Yes,1.0,Yes,Yes,No,No,Yes,No,No,2021
3996,Data Breach Web Report 2021 Final,23525,2021-11-16,Quest Diagnostics,Electronic,Yes,156.0,Yes,No,No,No,Yes,No,No,2021
3997,Data Breach Web Report 2021 Final,23526,2021-11-16,Horicon Bank,Electronic,Yes,5.0,Yes,Yes,Yes,No,Yes,No,No,2021
3998,Data Breach Web Report 2021 Final,23527,2021-11-16,"Derby Industries, LLC",Electronic,Yes,1.0,Yes,Yes,No,No,Yes,No,No,2021
3999,Data Breach Web Report 2021 Final,23533,2021-11-16,"Science of Skincare, LLC d/b/a Innovative Skincare",Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2021
4000,Data Breach Web Report 2021 Final,23534,2021-11-16,Weckworth Manufacturing Inc.,Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2021
4001,Data Breach Web Report 2021 Final,24528,2021-11-16,Center for Human Development,Electronic,Yes,12493.0,Yes,Yes,Yes,Yes,Yes,No,No,2021
4002,Data Breach Web Report 2021 Final,23529,2021-11-17,Onset Computer Corporation,Electronic,Yes,194.0,Yes,Yes,No,No,Yes,No,No,2021
4003,Data Breach Web Report 2021 Final,23530,2021-11-17,Renue Aesthetic Surgery,Electronic,Yes,1.0,Yes,No,Yes,No,Yes,No,No,2021
4004,Data Breach Web Report 2021 Final,23531,2021-11-17,Meritus Federal Credit Union,Electronic,Yes,6.0,Yes,No,No,No,Yes,No,No,2021
4005,Data Breach Web Report 2021 Final,23532,2021-11-17,"Traffic Solutions Corporation, d/b/a Statewide Safety Systems",Electronic,Yes,1.0,Yes,Yes,Yes,No,Yes,No,No,2021
4006,Data Breach Web Report 2021 Final,23535,2021-11-18,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
4007,Data Breach Web Report 2021 Final,23536,2021-11-18,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
4008,Data Breach Web Report 2021 Final,23537,2021-11-18,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
4009,Data Breach Web Report 2021 Final,23538,2021-11-18,Mutual One Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
4010,Data Breach Web Report 2021 Final,24499,2021-11-18,Episcopal Retirement Services,Electronic,Yes,6.0,Yes,No,No,No,Yes,No,No,2021
4011,Data Breach Web Report 2021 Final,24500,2021-11-18,Savers Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
4012,Data Breach Web Report 2021 Final,24501,2021-11-18,Spotswood Public Schools,Electronic,Yes,1.0,Yes,Yes,Yes,No,Yes,No,No,2021
4013,Data Breach Web Report 2021 Final,24502,2021-11-18,"Utah Imaging Associates, Inc.",Electronic,Yes,194.0,Yes,Yes,Yes,No,Yes,No,No,2021
4014,Data Breach Web Report 2021 Final,24503,2021-11-18,"Natus Medical, Inc.",Electronic,Yes,4.0,No,No,No,No,Yes,No,No,2021
4015,Data Breach Web Report 2021 Final,24505,2021-11-19,San Francisco Symphony,Electronic,No,1.0,Yes,No,No,No,Yes,No,No,2021
4016,Data Breach Web Report 2021 Final,24506,2021-11-19,Raymond James Financial,Electronic,Yes,1.0,No,Yes,No,No,Yes,No,No,2021
4017,Data Breach Web Report 2021 Final,24507,2021-11-19,Massachusetts Mutual Life Insurance Company,Electronic,Yes,2.0,Yes,Yes,No,No,Yes,No,No,2021
4018,Data Breach Web Report 2021 Final,24508,2021-11-19,National Grid,Electronic,Yes,11.0,No,No,Yes,No,Yes,No,No,2021
4019,Data Breach Web Report 2021 Final,24510,2021-11-19,"PBD Worldwide, Inc.",Electronic,No,5.0,Yes,No,No,No,Yes,No,No,2021
4020,Data Breach Web Report 2021 Final,24511,2021-11-22,The Village Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
4021,Data Breach Web Report 2021 Final,24512,2021-11-22,Salem five Cents Savings Bank,Electronic,No,1.0,No,No,No,Yes,No,No,No,2021
4022,Data Breach Web Report 2021 Final,24513,2021-11-22,Salem five Cents Savings Bank,Electronic,No,3.0,No,No,No,Yes,No,No,No,2021
4023,Data Breach Web Report 2021 Final,24514,2021-11-22,Intuit Inc.,Electronic,No,2.0,Yes,No,Yes,No,Yes,No,No,2021
4024,Data Breach Web Report 2021 Final,24517,2021-11-22,"American Express Travel Related Services Company, Inc.",Electronic,No,2063.0,No,No,No,Yes,No,No,No,2021
4025,Data Breach Web Report 2021 Final,24518,2021-11-22,Georgetown Internal Medicine,Electronic,No,1.0,Yes,No,No,No,Yes,No,No,2021
4026,Data Breach Web Report 2021 Final,24519,2021-11-22,KeyBank National Association,Electronic,No,2.0,No,Yes,No,No,Yes,No,No,2021
4027,Data Breach Web Report 2021 Final,24520,2021-11-22,One Community Health,Electronic,No,12.0,Yes,No,No,No,Yes,No,No,2021
4028,Data Breach Web Report 2021 Final,24521,2021-11-22,GBS Corp.,Electronic,No,71.0,Yes,No,No,No,Yes,No,No,2021
4029,Data Breach Web Report 2021 Final,24522,2021-11-22,Fred Jones Enterprises LLC,Electronic,No,1.0,Yes,No,No,No,Yes,No,No,2021
4030,Data Breach Web Report 2021 Final,24523,2021-11-22,Docs Who Care,Electronic,No,1.0,Yes,No,No,No,Yes,No,No,2021
4031,Data Breach Web Report 2021 Final,24524,2021-11-23,U.S. Eagle Federal Credit Union,Electronic,No,10.0,Yes,Yes,Yes,Yes,Yes,No,No,2021
4032,Data Breach Web Report 2021 Final,24525,2021-11-23,WINCHESTER SAVINGS BANK,Electronic,No,3.0,No,No,No,Yes,No,No,No,2021
4033,Data Breach Web Report 2021 Final,24526,2021-11-23,Rockland Trust,Electronic,No,2.0,No,Yes,No,No,Yes,No,No,2021
4034,Data Breach Web Report 2021 Final,24527,2021-11-23,Adare Pharmaceuticals Inc.,Electronic,No,1.0,No,No,No,No,No,No,No,2021
4035,Data Breach Web Report 2021 Final,24529,2021-11-23,Rockland Trust,Electronic,No,1.0,No,Yes,No,No,Yes,No,No,2021
4036,Data Breach Web Report 2021 Final,24530,2021-11-23,Rockland Trust,Electronic,No,1.0,No,Yes,No,No,Yes,No,No,2021
4037,Data Breach Web Report 2021 Final,24532,2021-11-23,MRI Network,Electronic,No,51.0,Yes,Yes,Yes,No,Yes,No,No,2021
4038,Data Breach Web Report 2021 Final,24533,2021-11-23,Rockland Trust,Electronic,No,1.0,No,Yes,No,No,Yes,No,No,2021
4039,Data Breach Web Report 2021 Final,24534,2021-11-23,Rockland Trust,Electronic,No,1.0,No,Yes,No,No,Yes,No,No,2021
4040,Data Breach Web Report 2021 Final,24535,2021-11-23,International Justice Mission,Electronic,Yes,8.0,Yes,No,No,No,Yes,No,No,2021
4041,Data Breach Web Report 2021 Final,24536,2021-11-23,"Pawn America Minnesota, LLC",Electronic,Yes,134.0,Yes,No,Yes,No,Yes,No,No,2021
4042,Data Breach Web Report 2021 Final,24537,2021-11-23,College Solutions,Electronic,Yes,126.0,Yes,Yes,Yes,Yes,Yes,No,No,2021
4043,Data Breach Web Report 2021 Final,24538,2021-11-23,"Payday America, Inc.",Electronic,Yes,2.0,Yes,No,Yes,No,Yes,No,No,2021
4044,Data Breach Web Report 2021 Final,24540,2021-11-23,TriValley Primary Care,Electronic,Yes,78.0,Yes,No,No,No,Yes,No,No,2021
4045,Data Breach Web Report 2021 Final,24541,2021-11-23,"Ariela & Associates International, LLC",Electronic,Yes,1.0,Yes,No,No,No,Yes,No,No,2021
